domain,expiredate
https://nc-1-us-west-2.ninjarmm.net,
https://nc-2-us-west-2.ninjarmm.net,
https://nc-3-us-west-2.ninjarmm.net,
https://nc-4-us-west-2.ninjarmm.net,
https://nc-5-us-west-2.ninjarmm.net,
https://nc-6-us-west-2.ninjarmm.net,
https://nc-7-us-west-2.ninjarmm.net,
https://nc-8-us-west-2.ninjarmm.net,
https://app.ninjarmm.com,
https://rtc-us-west-1.ninjarmm.com,
https://rtc-us-west-2.ninjarmm.com,
https://agent-tun-usw-1.ninjarmm.com,
https://agent-tun-usw-2.ninjarmm.com,
https://agent-tun-usw-3.ninjarmm.com,
https://fts-prod-oregon-1.ninjarmm.com,
https://fts-prod-oregon-2.ninjarmm.com,
https://fts-prod-oregon.ninjarmm.com,
https://fts-prod-ohio.ninjarmm.com,
https://agent-app.ninjarmm.com,
